time,cam_x,cam_y,cam_z,obj_x,obj_y,obj_z,cam_i,cam_j,cam_k,cam_w,obj_i,obj_j,obj_k,obj_w
0.05,66.24407341148209,-51.40382875263799,130.284132026629,195.3568923590515,-936.694077255458,133.34393339467633,-0.04256839028073395,-0.02025505656749621,-0.7059090910836242,0.7067319293465141,-0.018041690119031367,0.00896700091390506,0.6505929555306044,0.7591593354008183
0.05,62.03275841303366,-51.42466464061732,130.26477547712702,189.76934491680802,-937.1974181237498,133.57656908083862,-0.042443512633577214,-0.0215605028492475,-0.7075202517130513,0.7050877862848791,-0.012748888424032373,0.0062200995850885225,0.6031837898749773,0.7974760760280916
0.05,61.20943167763467,-51.478957565149976,130.0891407513351,189.4617810029394,-937.2001793813458,133.58030194230264,-0.04075627072898797,-0.0199502139355518,-0.7083996575083582,0.7043513616102633,-0.01271327401610711,0.0061660210088067035,0.6029635722495245,0.7976435816759281
0.05,59.48738440968537,-51.436328906658844,130.23500094064372,188.81784084858916,-937.2950240384403,133.6324829201677,-0.04354616420347224,-0.019779248776480476,-0.703534396058135,0.7090499745886165,-0.0129916107739418,0.006889315073968444,0.6042219567062043,0.7966803514719286
0.05,59.09600644723387,-51.453817274637125,130.21367541196932,189.25409880345762,-936.3704196388106,133.49574413813198,-0.04361359126507755,-0.0200448932060609,-0.7035471876844549,0.7090256776835483,-0.021791240502393183,0.011893170022547668,0.6316470846676928,0.7748584740292812
0.05,55.79140589510902,-51.472772143020364,130.20329334059196,188.37548201118685,-936.4434486033902,133.38714492914193,-0.04339065163781484,-0.01969308452047656,-0.7034400993938573,0.7091554556916808,-0.021818708356010758,0.010765224413946567,0.6413042791756228,0.7669008250223933
0.05,55.25117273748007,-51.4958784996469,130.19230648372138,188.31404551317146,-936.4367716202578,133.39516465976618,-0.04107162123431181,-0.02004715926717519,-0.7077590777655205,0.7049739861689944,-0.021867618867661472,0.010913019026482512,0.6413650144057058,0.7668465502022913
0.05,50.65512315242246,-51.440033681014455,130.27008135062027,187.29746722908953,-936.3315122241008,133.27039522849057,-0.04250939142668631,-0.02113164351735014,-0.7076191295542594,0.7049975693374131,-0.016596919901129537,0.015520447728025567,0.6462279936192181,0.7628060292204022
0.05,49.557928955818156,-51.471920649221985,130.31995257935014,187.46135624386312,-936.5633093083708,133.37828451697456,-0.042910269111286335,-0.0201983230131582,-0.7058906933534183,0.7067312541477726,-0.018545569548965114,0.009057409028547025,0.652566421573358,0.7574503882279925
0.05,45.62378047505832,-51.55422996914214,130.1596858825921,186.44160462739748,-936.4589032083854,133.23762518076515,-0.03944274881525101,-0.017845782160887308,-0.7099965180493889,0.7028732047693289,-0.012311171656766524,0.014258379855283837,0.6582884335659708,0.7525300471672879
0.05,44.07003406191546,-51.50217487556741,130.220367515853,185.4665671423872,-936.6170915640732,133.18114941350822,-0.04116810722228422,-0.020140139791311844,-0.7080069431179928,0.7047167730469002,-0.009607724103225242,0.015873424787146772,0.6428439515179363,0.7657724074553016
0.05,40.55994426089643,-51.54117811413131,130.17569252086858,183.46145019652138,-936.5578114271952,133.4050349378364,-0.03976521637050074,-0.01837367544331373,-0.7097307730429021,0.7031097819072323,-0.017536071579766107,0.009177220757831395,0.6518600426881558,0.758080965042196
0.05,39.37522342585929,-51.54773287117785,130.16753795122528,182.59452897671312,-936.338533952628,133.38786995407528,-0.04014414476753081,-0.01876671298587641,-0.7096441403009007,0.7031653093413986,-0.021401318330115784,0.010708323167607071,0.646117300160829,0.7628628643613165
0.05,37.19273292938173,-51.57737355754125,130.16286122790376,178.80347501106945,-937.0181933494665,133.33621224368244,-0.04012098280104984,-0.018224788246518863,-0.7095709906173404,0.7032547000246595,-0.011434382822772003,0.003493696278419264,0.6069061482603338,0.7946835698437348
0.05,36.604596549377426,-51.55387353610339,130.2091724566484,178.09490162896287,-936.9697084034433,133.34460738686408,-0.04045096987989555,-0.01851041543907518,-0.709543457561636,0.7032561164949279,-0.011357494243716681,0.0036871313461748754,0.6139538806142358,0.7892515726089246
0.05,33.71695875336039,-51.55863276947647,130.19420653166634,177.33490612576006,-936.4113342311823,133.4457582174183,-0.04015737805201533,-0.018946377579535347,-0.7094831718171556,0.7033221514163119,-0.02116418417233811,0.011336118539164062,0.6411921420441943,0.7670046979683782
0.05,32.38567109061727,-51.60985564011766,130.244072946861,176.73439953188395,-936.5483156091601,133.43161813237248,-0.03919376885458964,-0.01901839850108486,-0.7122181496361591,0.7006050644480616,-0.017764016414383337,0.009334811481191637,0.6505474989346817,0.7592004034807085
0.05,30.05207428606756,-51.56911776874684,130.21905989505964,174.23711817048525,-936.5133027448485,133.39487008927287,-0.040138385960741166,-0.018531147872270653,-0.7096135007287118,0.703202805821013,-0.01870793586488823,0.012364019679011436,0.6266160651924825,0.7790054242402571
0.05,28.762997340045388,-51.60792445167565,130.16827483196013,173.3200078941904,-936.4821323939185,133.39807624673753,-0.03968734457488921,-0.018244600585981215,-0.7099728980290508,0.7028730563154937,-0.01743638228982518,0.009810089484098464,0.6530270655005618,0.7570702651938472
0.05,25.222451804158133,-51.562509729446674,130.2395842402687,171.39033629963154,-936.4956880913027,133.4371543400195,-0.041411868104886264,-0.02045194495115592,-0.7080746588282048,0.704625469773198,-0.016873045105660237,0.010012999071902276,0.6520031806959242,0.7579623292491827
0.05,24.459084369041665,-51.592449736556475,130.20942535050378,170.32158221669638,-936.7585055165252,133.43422276017577,-0.03998119743206275,-0.01868874904380698,-0.7101552784095229,0.7026604550265863,-0.0135186996817722,0.006475448899460686,0.5932323128307093,0.8048917544204264
0.05,22.890165937454174,-51.436272073814145,130.34561707151303,167.22836318249534,-936.5213630630959,133.40144080288317,-0.0435366488402773,-0.018714940798225378,-0.7095048406479862,0.7031053920257992,-0.01899123336654504,0.011536527214647308,0.6236429195208132,0.7813934671640145
0.05,22.001505826626083,-51.57966031926947,130.3254074652955,166.28093453414,-936.6413439527117,133.38391225971043,-0.04079375893176529,-0.02109982230533977,-0.7100494333810484,0.7026524524159523,-0.01474008917787951,0.010768564007532802,0.6334514456852496,0.7735670842011771
0.05,21.234094024643046,-51.56011660601193,130.31894254154653,162.5711444995122,-936.7307238465474,133.34540406620934,-0.04267655657557749,-0.021127392719072234,-0.7076055034847979,0.7050012739235096,-0.010305604908681515,0.010103839026695049,0.6052264971294603,0.7959224799669828
0.05,21.06249995353433,-51.55009215352444,130.30545344175005,162.14231179984546,-936.7762602166092,133.30591245725114,-0.04266241428216219,-0.021112494463296442,-0.7076848680507207,0.7049229096271369,-0.00997090715196134,0.009672583992996127,0.6046210855048879,0.7963920925601639
0.05,20.269121002358162,-51.539316861800465,130.30450651206138,155.64213983426558,-936.5287182421886,133.59267963622543,-0.04447294167009014,-0.020433093798869283,-0.7034944987309827,0.709013495211663,-0.017477881430751137,0.00955727626922574,0.6328345860258463,0.7740307286280708
0.05,19.99232725723595,-51.565256163885735,130.30266280454254,155.31016677609662,-936.4386415187452,133.46780523751576,-0.0446719958577583,-0.02048917236920035,-0.7035023376996681,0.7089915848956261,-0.011844573602720896,0.014730374495896164,0.6384894045174988,0.7693984679360041
0.05,18.75166926339918,-51.61009046498626,130.2948899675109,154.66290375415463,-936.5714803891276,133.4366352130656,-0.044553393696566766,-0.020712789224455786,-0.7031529729685265,0.7093390388792828,-0.015222692972507994,0.009836355016327125,0.6340330082229829,0.7730935649857478
0.05,18.390344226669146,-51.607757032667806,130.30916597936675,154.27267987923008,-936.5768698184024,133.5629316768061,-0.043128606517184344,-0.021371647507920984,-0.7073349910975552,0.7052378225476174,-0.015924594586799554,0.008744070054823947,0.6345091952436359,0.7727017727929683
0.05,17.472219511887246,-51.62916463426195,130.27966808022865,154.31140783773782,-936.4097439623581,133.5004431610455,-0.042426919468616896,-0.020862529201145,-0.7074905813823441,0.7051395525958019,-0.017015564960744693,0.009417698958646218,0.6453225460645636,0.7636626146644474
0.05,17.400765380742914,-51.598365490157164,130.2743873945219,154.1733607089158,-936.4061263975017,133.50581627549974,-0.04417601708932693,-0.020078835636468388,-0.7032807569989228,0.7092541834269498,-0.01768265087581265,0.009270062506875953,0.6516797706869694,0.7582314068122619
0.05,16.666045250319378,-51.612170367434295,130.26660263843388,151.00900505742467,-936.6842421081848,133.47960379065918,-0.043919124778186935,-0.019972679571775027,-0.7034202817869076,0.709134761325567,-0.011944774591341654,0.0033946359049849013,0.6153146610486865,0.7881837772407998
0.05,16.424511048389498,-51.623141553391896,130.25160987370379,150.58720931755136,-936.2816790693795,133.35893058609588,-0.04353719746055893,-0.01975712798217444,-0.7035409698514417,0.7090446192389229,-0.013551581164192342,0.01692887986559344,0.6320739034007082,0.7746046400030397
0.05,16.30766058639491,-51.61596224171006,130.26013732322681,149.23366706392335,-936.3199957353255,133.49011676737786,-0.04374093199510094,-0.01967946255288653,-0.7035223848658748,0.7090526804225914,-0.018557017418740624,0.01171049253478686,0.6259001444552018,0.7795944526739982
0.05,16.29194977177739,-51.63761617807642,130.25319567336254,148.92040287783084,-936.4675083404428,133.580054705429,-0.043352933613627194,-0.019619257964800588,-0.7036072563133466,0.7089939609948787,-0.01634216743560363,0.010530664996921022,0.6383283336465377,0.7695186658699474
0.05,16.28959887938667,-51.629427342312475,130.25265318493084,147.86090452436267,-936.4525424973465,133.50649910374244,-0.04320545913988758,-0.019240147800157707,-0.7036379506336526,0.7089828907958308,-0.015093012463042767,0.01038699210243845,0.6337746649364377,0.7733007082982406
0.05,16.27585781692131,-51.6357469109803,130.2320724916089,147.05547991457289,-936.438956923405,133.4990247511102,-0.043191331989009735,-0.019517451901060044,-0.7036094659893782,0.7090044409469147,-0.015533086460317673,0.009771116782865163,0.6329388599695818,0.7739842686012669
0.05,16.30123089636926,-51.669422322471,130.25198325088667,145.88699037740935,-936.3579030566825,133.40207870016536,-0.043876835274046636,-0.019880612430163758,-0.7034394503589423,0.7091209517807558,-0.009976170177628193,0.015798702736076805,0.640649526075341,0.7676060589650691
0.05,16.288735792467815,-51.671800118992195,130.23872242593222,145.8060854565712,-936.3674280504451,133.41395301268312,-0.043434932597613087,-0.019239523835979145,-0.7036642261360784,0.7089428074316853,-0.009968870969202612,0.015760501783697183,0.6405140934128515,0.7677199517627756
0.05,16.329359307410545,-51.63715588038049,130.25214021425137,145.87417023138494,-936.2389577468506,133.46643418475776,-0.043111292709096194,-0.019190151772981036,-0.7036281862874387,0.7089996685314671,-0.012346137709671441,0.014802184045648087,0.658870318022699,0.7520095559630875
0.05,16.323571678142944,-51.648224888836516,130.2633993781006,145.85946088551594,-936.2559937338007,133.4626371333002,-0.043455249379337396,-0.01961535734743647,-0.7035303129616081,0.7090641563368254,-0.012035962188795546,0.01485952086652909,0.658971616465811,0.7519246896772596
0.05,16.317883357491183,-51.655917318991925,130.21607089476302,145.84705413947864,-936.2988270445439,133.4497884818256,-0.04309939645748032,-0.01910905712430298,-0.7036354388843216,0.7089953844045033,-0.012077220926994292,0.014573579267075466,0.6593881912976384,0.7515643450159515
0.05,16.306088139012306,-51.707818542655616,130.20679669198688,145.85817664332743,-936.3045828154463,133.4667517164459,-0.04287982475093032,-0.018939153898581855,-0.7035997263813188,0.7090486965752554,-0.011976326241660685,0.014619590986456448,0.6588053262390067,0.752076044883932
0.05,16.306245060039938,-51.748010196376164,130.2335871875946,145.85977361796392,-936.3140334222993,133.46062823499025,-0.04356087390856648,-0.019746870536497572,-0.7033952619281858,0.709187998252449,-0.012109850318103878,0.014675090640891137,0.6588340522329129,0.7520476612943585
0.05,16.310130017123832,-51.73264954572103,130.24692340171117,145.85523920909444,-936.3021745318977,133.45692860230523,-0.043549545277539174,-0.01966505124462882,-0.7034654932246465,0.7091213032393475,-0.012035197438538361,0.014817713896228253,0.6588591615465303,0.7520240651892119
0.05,16.146900775900235,-51.87392854894061,130.16243958078837,145.85213727814443,-936.3090746651482,133.45477314357376,-0.0382751967519572,-0.017444773604057735,-0.710571757646457,0.702366333491809,-0.011974444112944755,0.014347242769941855,0.6591335727650022,0.7517936569080175
0.05,16.30830412979637,-51.827239015227406,130.32171420296132,145.86230172138988,-936.3133900222062,133.44994433252853,-0.04397746822699569,-0.019915267057472683,-0.7031796160236939,0.7093714062711743,-0.012025103132678766,0.014239767180430879,0.6590859390294556,0.7518366517395626
0.05,16.133104042616353,-52.0568128489332,130.2176324756328,145.8631402751788,-936.3225848221151,133.44964723935414,-0.03842905045668412,-0.017325089434634684,-0.7100324412321145,0.7029060973949817,-0.011965017856994548,0.014517516255805218,0.659003990755425,0.7519041296853396
0.05,16.14102411955842,-52.06289246722212,130.24123577511887,145.8487254431892,-936.3189091984951,133.45207860361342,-0.038438436412858476,-0.017495602892588513,-0.7100386482315778,0.7028950906807028,-0.011920625828458015,0.014336698485412473,0.6591054585212277,0.7518193614851366
0.05,16.107388008826465,-52.18643508369821,130.2916723739324,145.84650084341354,-936.3348683269718,133.42621991900134,-0.03964477206057297,-0.018052944589678863,-0.7094905642084947,0.7033672742877786,-0.011481883508305785,0.014848194605420629,0.6591021756841114,0.7518191401371289
0.05,16.124263523992244,-52.17564509499943,130.28950309102981,145.87066660993668,-936.3358439265658,133.42112315177178,-0.03944801134478745,-0.018147402564772312,-0.709605428146629,0.703260024831451,-0.011681270242246241,0.014798124167388842,0.6596331056724427,0.7513512689465442
0.05,16.126557773526745,-52.14991892033802,130.33273029413934,145.85163350901743,-936.3301288364099,133.46463200597844,-0.039414530438700864,-0.017931851210710458,-0.7096576939224605,0.7032146905171345,-0.011750955621152562,0.014337383316860847,0.658599462171509,0.7522653141738055
0.05,16.12338750907888,-52.18513772170977,130.29910366039684,145.84168750124857,-936.329881986019,133.4526120347401,-0.039364029198682385,-0.017736312330026607,-0.7096156001594515,0.7032649546511746,-0.01166647474403336,0.014538811700853919,0.6585067227891855,0.7523439455214754
0.05,16.1350740383457,-52.19175895806119,130.28809878396706,145.88786161695967,-936.339946384156,133.4406034706087,-0.03877989737458688,-0.01732093866079461,-0.7096549153006022,0.703268089588331,-0.012158804369335877,0.014377549717309366,0.6591792739823689,0.7517500477502557
0.05,16.129242489765513,-52.187125304402755,130.2913638264835,145.87262565710333,-936.3432633605332,133.44388006275673,-0.03878014116797915,-0.017554978571754688,-0.7096627599610499,0.7032543569028223,-0.012015015686817423,0.014692532260975198,0.6588607563530768,0.7520254467979506
0.05,16.133328660108212,-52.19178684568913,130.27243433323332,145.85819478628923,-936.3367361155218,133.4591201069613,-0.03869192307769549,-0.017447190595549365,-0.7097523195832001,0.7031715121328078,-0.011903487758290542,0.014590459357397957,0.6590002116850017,0.7519070065334219
0.05,16.15258641694283,-52.17619623253139,130.30222716925346,145.87021135597914,-936.3332678406662,133.45785506338063,-0.038994075940884956,-0.01747123614531398,-0.7096653340417014,0.7032420149625245,-0.0116568480690542,0.014654255216211333,0.6589316881832362,0.7519696809081757
